"type","severity","pedestrian","bicycle","motorcycle","roadtype","coord_e","coord_n","year","month","month_name","weekday","weekday_name","hour"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Minor road",2683179,1248126,2021,4,"April",7,"Sunday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2678508,1250292,2021,4,"April",7,"Sunday","19h-20h"
"Turning-into main road","Property damage",FALSE,FALSE,TRUE,"Minor road",2682669,1249425,2021,4,"April",7,"Sunday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2682740,1248049,2021,4,"April",1,"Monday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683655,1246974,2021,4,"April",1,"Monday","08h-09h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Principal road",2684933,1244701,2021,4,"April",1,"Monday","09h-10h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2679300,1253352,2021,4,"April",1,"Monday","10h-11h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2683920,1251852,2021,4,"April",1,"Monday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685898,1245458,2021,4,"April",1,"Monday","10h-11h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683826,1251575,2021,4,"April",1,"Monday","12h-13h"
"Turning-into main road","Light injuries",FALSE,TRUE,FALSE,"Principal road",2681890,1251855,2021,4,"April",1,"Monday","14h-15h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2683502,1247940,2021,4,"April",1,"Monday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682961,1247925,2021,4,"April",1,"Monday","14h-15h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2684722,1251064,2021,4,"April",1,"Monday","16h-17h"
"Accident involving pedestrian(s)","Light injuries",TRUE,TRUE,FALSE,"Minor road",2686675,1250717,2021,4,"April",1,"Monday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682764,1247489,2021,4,"April",1,"Monday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681615,1243170,2021,4,"April",1,"Monday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683319,1247115,2021,4,"April",1,"Monday","20h-21h"
"Rear-end collision","Light injuries",FALSE,TRUE,FALSE,"Minor road",2680895,1248076,2021,4,"April",1,"Monday","21h-22h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682715,1244277,2021,4,"April",2,"Tuesday","06h-07h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682555,1250267,2021,4,"April",2,"Tuesday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682045,1249100,2021,4,"April",2,"Tuesday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680750,1247261,2021,4,"April",2,"Tuesday","10h-11h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682629,1246592,2021,4,"April",2,"Tuesday","10h-11h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Other",2680334,1243512,2021,4,"April",2,"Tuesday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2681478,1248997,2021,4,"April",2,"Tuesday","12h-13h"
"Crossing the lane(s)","Severe injuries",FALSE,FALSE,FALSE,"Principal road",2683711,1252655,2021,4,"April",2,"Tuesday","13h-14h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2682248,1247682,2021,4,"April",2,"Tuesday","13h-14h"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Minor road",2686508,1245911,2021,4,"April",2,"Tuesday","13h-14h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2685279,1252259,2021,4,"April",2,"Tuesday","15h-16h"
"Head-on collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2685621,1251144,2021,4,"April",2,"Tuesday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683333,1248114,2021,4,"April",2,"Tuesday","18h-19h"
"Accident involving animal(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2687178,1245649,2021,4,"April",2,"Tuesday","20h-21h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683798,1248757,2021,4,"April",3,"Wednesday","06h-07h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683851,1247187,2021,4,"April",3,"Wednesday","09h-10h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2684407,1248375,2021,4,"April",3,"Wednesday","09h-10h"
"Turning-into main road","Light injuries",FALSE,FALSE,FALSE,"Principal road",2683732,1249026,2021,4,"April",3,"Wednesday","10h-11h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,TRUE,"Other",2680208,1252735,2021,4,"April",3,"Wednesday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682058,1247516,2021,4,"April",3,"Wednesday","10h-11h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682525,1246498,2021,4,"April",3,"Wednesday","11h-12h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680939,1252840,2021,4,"April",3,"Wednesday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683755,1247701,2021,4,"April",3,"Wednesday","12h-13h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2683791,1248657,2021,4,"April",3,"Wednesday","12h-13h"
"Accident involving pedestrian(s)","Severe injuries",TRUE,FALSE,FALSE,"Principal road",2683992,1252163,2021,4,"April",3,"Wednesday","12h-13h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2680076,1253467,2021,4,"April",3,"Wednesday","12h-13h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,TRUE,"Minor road",2682835,1246778,2021,4,"April",3,"Wednesday","13h-14h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2679959,1251097,2021,4,"April",3,"Wednesday","14h-15h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683344,1248188,2021,4,"April",3,"Wednesday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685911,1251316,2021,4,"April",3,"Wednesday","15h-16h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2684184,1253644,2021,4,"April",3,"Wednesday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682448,1248850,2021,4,"April",3,"Wednesday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2680990,1252290,2021,4,"April",3,"Wednesday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681750,1248183,2021,4,"April",3,"Wednesday","18h-19h"
"Accident involving pedestrian(s)","Severe injuries",TRUE,TRUE,FALSE,"Minor road",2685201,1246563,2021,4,"April",3,"Wednesday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682319,1249068,2021,4,"April",3,"Wednesday","19h-20h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2682445,1248070,2021,4,"April",3,"Wednesday","22h-23h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2684050,1245686,2021,4,"April",4,"Thursday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685802,1248675,2021,4,"April",4,"Thursday","09h-10h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682632,1248621,2021,4,"April",4,"Thursday","11h-12h"
"Crossing the lane(s)","Light injuries",FALSE,TRUE,FALSE,"Minor road",2680641,1246133,2021,4,"April",4,"Thursday","12h-13h"
"Overtaking or changing lanes","Light injuries",FALSE,FALSE,FALSE,"Minor road",2680031,1247924,2021,4,"April",4,"Thursday","12h-13h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679987,1250764,2021,4,"April",4,"Thursday","13h-14h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2682012,1244895,2021,4,"April",4,"Thursday","14h-15h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Motorway",2681886,1243940,2021,4,"April",4,"Thursday","15h-16h"
"Crossing the lane(s)","Light injuries",FALSE,FALSE,FALSE,"Minor road",2682195,1246079,2021,4,"April",4,"Thursday","15h-16h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2680441,1252655,2021,4,"April",4,"Thursday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682525,1246504,2021,4,"April",4,"Thursday","19h-20h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2684405,1251009,2021,4,"April",5,"Friday","06h-07h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683317,1247774,2021,4,"April",5,"Friday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683343,1248382,2021,4,"April",5,"Friday","09h-10h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2685690,1250989,2021,4,"April",5,"Friday","10h-11h"
"Skidding or self-accident","Severe injuries",FALSE,FALSE,FALSE,"Minor road",2678779,1251202,2021,4,"April",5,"Friday","11h-12h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683309,1248069,2021,4,"April",5,"Friday","11h-12h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679686,1253396,2021,4,"April",5,"Friday","11h-12h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679843,1248215,2021,4,"April",5,"Friday","12h-13h"
"Skidding or self-accident","Severe injuries",FALSE,TRUE,FALSE,"Other",2681796,1245872,2021,4,"April",5,"Friday","13h-14h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2681500,1248372,2021,4,"April",5,"Friday","14h-15h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2682608,1245202,2021,4,"April",5,"Friday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685642,1251689,2021,4,"April",5,"Friday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685288,1246715,2021,4,"April",5,"Friday","15h-16h"
"Overtaking or changing lanes","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682574,1250167,2021,4,"April",5,"Friday","15h-16h"
"Rear-end collision","Light injuries",FALSE,FALSE,TRUE,"Minor road",2684531,1245986,2021,4,"April",5,"Friday","15h-16h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683122,1248665,2021,4,"April",5,"Friday","15h-16h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2681909,1246272,2021,4,"April",5,"Friday","16h-17h"
"Head-on collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2687895,1245090,2021,4,"April",5,"Friday","16h-17h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683629,1246801,2021,4,"April",5,"Friday","16h-17h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2684121,1247153,2021,4,"April",5,"Friday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682660,1249218,2021,4,"April",5,"Friday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681333,1248305,2021,4,"April",5,"Friday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Minor road",2683280,1252056,2021,4,"April",5,"Friday","18h-19h"
"Rear-end collision","Light injuries",FALSE,FALSE,TRUE,"Minor road",2684815,1246248,2021,4,"April",5,"Friday","18h-19h"
"Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Principal road",2679527,1246772,2021,4,"April",5,"Friday","19h-20h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2684639,1250915,2021,4,"April",5,"Friday","19h-20h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683019,1246571,2021,4,"April",5,"Friday","20h-21h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682957,1246537,2021,4,"April",6,"Saturday","01h-02h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2684827,1246225,2021,4,"April",6,"Saturday","07h-08h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682267,1244206,2021,4,"April",6,"Saturday","10h-11h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2681138,1248280,2021,4,"April",6,"Saturday","11h-12h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2682958,1247561,2021,4,"April",6,"Saturday","12h-13h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682884,1246481,2021,4,"April",6,"Saturday","13h-14h"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Minor road",2683003,1248271,2021,4,"April",6,"Saturday","14h-15h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679981,1253442,2021,4,"April",6,"Saturday","14h-15h"
"Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Principal road",2682716,1246402,2021,4,"April",6,"Saturday","15h-16h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Minor road",2683096,1249780,2021,4,"April",6,"Saturday","15h-16h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2683088,1251494,2021,4,"April",6,"Saturday","16h-17h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2686617,1251314,2021,4,"April",6,"Saturday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682815,1248938,2021,4,"April",6,"Saturday","16h-17h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683715,1247236,2021,4,"April",6,"Saturday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684486,1245571,2021,4,"April",6,"Saturday","18h-19h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Minor road",2683316,1247850,2021,4,"April",6,"Saturday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685638,1245886,2021,4,"April",6,"Saturday","19h-20h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682608,1247095,2021,4,"April",6,"Saturday","19h-20h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683488,1248197,2021,4,"April",6,"Saturday","20h-21h"
"Crossing the lane(s)","Light injuries",FALSE,FALSE,FALSE,"Minor road",2681740,1247599,2021,4,"April",6,"Saturday","20h-21h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682510,1249609,2021,4,"April",6,"Saturday","21h-22h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683906,1252069,2021,4,"April",6,"Saturday","22h-23h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2682402,1247546,2021,4,"April",6,"Saturday","22h-23h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683212,1246729,2021,4,"April",6,"Saturday","22h-23h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2682857,1248906,2021,4,"April",7,"Sunday","05h-06h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682470,1245281,2021,4,"April",7,"Sunday","07h-08h"
"Rear-end collision","Light injuries",FALSE,FALSE,TRUE,"Minor road",2682364,1249755,2021,4,"April",7,"Sunday","09h-10h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684681,1245158,2021,4,"April",7,"Sunday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683635,1248179,2021,4,"April",7,"Sunday","12h-13h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2678886,1250969,2021,4,"April",7,"Sunday","13h-14h"
"Rear-end collision","Light injuries",FALSE,FALSE,TRUE,"Minor road",2682828,1247456,2021,4,"April",7,"Sunday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680672,1245622,2021,4,"April",7,"Sunday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2679881,1253426,2021,4,"April",7,"Sunday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2682123,1243267,2021,4,"April",7,"Sunday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680203,1245893,2021,4,"April",7,"Sunday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679881,1253422,2021,4,"April",7,"Sunday","18h-19h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Principal road",2683571,1246755,2021,4,"April",7,"Sunday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2683870,1253940,2021,4,"April",7,"Sunday","23h-00h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682282,1250250,2021,4,"April",1,"Monday","07h-08h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2679380,1253514,2021,4,"April",1,"Monday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685788,1251565,2021,4,"April",1,"Monday","08h-09h"
"Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Principal road",2681511,1252041,2021,4,"April",1,"Monday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682337,1247541,2021,4,"April",1,"Monday","09h-10h"
"Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Minor road",2681561,1252119,2021,4,"April",1,"Monday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682132,1245988,2021,4,"April",1,"Monday","10h-11h"
"Overtaking or changing lanes","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683283,1247646,2021,4,"April",1,"Monday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683209,1246929,2021,4,"April",1,"Monday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682300,1248514,2021,4,"April",1,"Monday","15h-16h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2680523,1250401,2021,4,"April",1,"Monday","15h-16h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2682243,1248026,2021,4,"April",1,"Monday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681139,1245256,2021,4,"April",1,"Monday","16h-17h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Motorway",2681984,1243379,2021,4,"April",1,"Monday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679037,1248539,2021,4,"April",1,"Monday","17h-18h"
"Head-on collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683045,1249331,2021,4,"April",1,"Monday","17h-18h"
"Turning left or right","Light injuries",FALSE,FALSE,FALSE,"Minor road",2685604,1251057,2021,4,"April",1,"Monday","18h-19h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2681396,1248766,2021,4,"April",1,"Monday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679170,1247175,2021,4,"April",2,"Tuesday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682935,1253580,2021,4,"April",2,"Tuesday","10h-11h"
