"type","severity","pedestrian","bicycle","motorcycle","roadtype","coord_e","coord_n","year","month","month_name","weekday","weekday_name","hour"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2678026,1250267,2021,4,"April",6,"Saturday","16h-17h"
"Head-on collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682792,1249024,2021,4,"April",6,"Saturday","18h-19h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2681164,1247989,2021,4,"April",6,"Saturday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682261,1247962,2021,4,"April",6,"Saturday","19h-20h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2679343,1249366,2021,4,"April",6,"Saturday","20h-21h"
"Other","Light injuries",FALSE,FALSE,FALSE,"Minor road",2682965,1252081,2021,4,"April",6,"Saturday","20h-21h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2686725,1250534,2021,4,"April",6,"Saturday","21h-22h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683213,1246731,2021,4,"April",6,"Saturday","22h-23h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682963,1247538,2021,4,"April",7,"Sunday","02h-03h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Principal road",2679729,1248819,2021,4,"April",7,"Sunday","03h-04h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683956,1253020,2021,4,"April",7,"Sunday","04h-05h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2684131,1246664,2021,4,"April",7,"Sunday","05h-06h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681900,1249002,2021,4,"April",7,"Sunday","09h-10h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,TRUE,"Minor road",2682295,1250248,2021,4,"April",7,"Sunday","11h-12h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2682525,1246512,2021,4,"April",7,"Sunday","16h-17h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Minor road",2682847,1247247,2021,4,"April",7,"Sunday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679689,1251092,2021,4,"April",7,"Sunday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682538,1248967,2021,4,"April",7,"Sunday","19h-20h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2684121,1253681,2021,4,"April",7,"Sunday","20h-21h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683851,1246099,2021,4,"April",1,"Monday","00h-01h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683560,1246776,2021,4,"April",1,"Monday","01h-02h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684888,1246716,2021,4,"April",1,"Monday","01h-02h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2682738,1245065,2021,4,"April",1,"Monday","11h-12h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Principal road",2684368,1250940,2021,4,"April",1,"Monday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681616,1243190,2021,4,"April",1,"Monday","16h-17h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2681630,1245821,2021,4,"April",1,"Monday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682262,1243988,2021,4,"April",1,"Monday","22h-23h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682186,1247620,2021,4,"April",1,"Monday","22h-23h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Minor road",2682852,1253678,2021,4,"April",2,"Tuesday","05h-06h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679777,1248766,2021,4,"April",2,"Tuesday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683749,1247315,2021,4,"April",2,"Tuesday","09h-10h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679246,1248995,2021,4,"April",2,"Tuesday","12h-13h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2683277,1249643,2021,4,"April",2,"Tuesday","12h-13h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Principal road",2683808,1248922,2021,4,"April",2,"Tuesday","13h-14h"
"Accident involving animal(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2681323,1248620,2021,4,"April",2,"Tuesday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680712,1248720,2021,4,"April",2,"Tuesday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683143,1248920,2021,4,"April",2,"Tuesday","15h-16h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2684375,1250944,2021,4,"April",2,"Tuesday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2678172,1250210,2021,4,"April",2,"Tuesday","23h-00h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Minor road",2681061,1249345,2021,4,"April",3,"Wednesday","07h-08h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681539,1248949,2021,4,"April",3,"Wednesday","08h-09h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2679083,1250791,2021,4,"April",3,"Wednesday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682168,1247924,2021,4,"April",3,"Wednesday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2684828,1251760,2021,4,"April",3,"Wednesday","14h-15h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2683508,1250622,2021,4,"April",3,"Wednesday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684079,1247662,2021,4,"April",3,"Wednesday","15h-16h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2682845,1253042,2021,4,"April",3,"Wednesday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685505,1251553,2021,4,"April",3,"Wednesday","17h-18h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Motorway",2680550,1253621,2021,4,"April",3,"Wednesday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684437,1247671,2021,4,"April",3,"Wednesday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683270,1248589,2021,4,"April",3,"Wednesday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2678347,1247410,2021,4,"April",3,"Wednesday","23h-00h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682516,1248613,2021,4,"April",4,"Thursday","09h-10h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2682957,1249523,2021,4,"April",4,"Thursday","09h-10h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681246,1247169,2021,4,"April",4,"Thursday","09h-10h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684266,1248248,2021,4,"April",4,"Thursday","10h-11h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683325,1247817,2021,4,"April",4,"Thursday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682700,1251074,2021,4,"April",4,"Thursday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2683684,1250854,2021,4,"April",4,"Thursday","11h-12h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683251,1247033,2021,4,"April",4,"Thursday","11h-12h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2686880,1246203,2021,4,"April",4,"Thursday","12h-13h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2683167,1248569,2021,4,"April",4,"Thursday","13h-14h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684514,1248439,2021,4,"April",4,"Thursday","13h-14h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2682626,1245059,2021,4,"April",4,"Thursday","14h-15h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Minor road",2681211,1248471,2021,4,"April",4,"Thursday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685659,1245789,2021,4,"April",4,"Thursday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682167,1248679,2021,4,"April",4,"Thursday","15h-16h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2684400,1250999,2021,4,"April",4,"Thursday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682433,1248048,2021,4,"April",4,"Thursday","16h-17h"
"Accident involving pedestrian(s)","Light injuries",FALSE,TRUE,FALSE,"Minor road",2685858,1246485,2021,4,"April",4,"Thursday","16h-17h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683171,1248607,2021,4,"April",4,"Thursday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682426,1248488,2021,4,"April",4,"Thursday","17h-18h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Principal road",2683586,1246729,2021,4,"April",4,"Thursday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681835,1249436,2021,4,"April",4,"Thursday","17h-18h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2679235,1249024,2021,4,"April",4,"Thursday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,TRUE,"Minor road",2683688,1249042,2021,4,"April",4,"Thursday","20h-21h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2683598,1254006,2021,4,"April",4,"Thursday","21h-22h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2682116,1247076,2021,4,"April",5,"Friday","05h-06h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684283,1247098,2021,4,"April",5,"Friday","07h-08h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683573,1247826,2021,4,"April",5,"Friday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685984,1244962,2021,4,"April",5,"Friday","09h-10h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683413,1248006,2021,4,"April",5,"Friday","11h-12h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Other",2685887,1245386,2021,4,"April",5,"Friday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683747,1246502,2021,4,"April",5,"Friday","14h-15h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683663,1246542,2021,4,"April",5,"Friday","15h-16h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685311,1246991,2021,4,"April",5,"Friday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681302,1247970,2021,4,"April",5,"Friday","16h-17h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2682776,1250270,2021,4,"April",5,"Friday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2681538,1248362,2021,4,"April",5,"Friday","17h-18h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683546,1246791,2021,4,"April",5,"Friday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Minor road",2686137,1246134,2021,4,"April",5,"Friday","17h-18h"
"Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682946,1251552,2021,4,"April",5,"Friday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680491,1250245,2021,4,"April",5,"Friday","18h-19h"
"Turning left or right","Property damage",FALSE,TRUE,FALSE,"Principal road",2680070,1246939,2021,4,"April",5,"Friday","18h-19h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2682908,1247487,2021,4,"April",5,"Friday","18h-19h"
"Accident involving pedestrian(s)","Severe injuries",TRUE,TRUE,FALSE,"Minor road",2682975,1246523,2021,4,"April",5,"Friday","22h-23h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683319,1247092,2021,4,"April",6,"Saturday","11h-12h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682937,1247711,2021,4,"April",6,"Saturday","13h-14h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Minor road",2683313,1247686,2021,4,"April",6,"Saturday","13h-14h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2681569,1247708,2021,4,"April",6,"Saturday","13h-14h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2683704,1246436,2021,4,"April",6,"Saturday","14h-15h"
"Skidding or self-accident","Severe injuries",FALSE,FALSE,TRUE,"Minor road",2686600,1251104,2021,4,"April",6,"Saturday","15h-16h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2684689,1247897,2021,4,"April",6,"Saturday","16h-17h"
"Accident involving pedestrian(s)","Light injuries",FALSE,FALSE,FALSE,"Minor road",2681795,1242109,2021,4,"April",6,"Saturday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2678619,1250288,2021,4,"April",6,"Saturday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680501,1248310,2021,4,"April",6,"Saturday","19h-20h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,TRUE,"Principal road",2683775,1246268,2021,4,"April",6,"Saturday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683814,1245998,2021,4,"April",6,"Saturday","21h-22h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683702,1246441,2021,4,"April",6,"Saturday","23h-00h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680811,1246337,2021,4,"April",7,"Sunday","01h-02h"
"Skidding or self-accident","Severe injuries",FALSE,TRUE,FALSE,"Minor road",2681965,1248202,2021,4,"April",7,"Sunday","13h-14h"
"Skidding or self-accident","Severe injuries",FALSE,TRUE,TRUE,"Minor road",2681178,1248413,2021,4,"April",7,"Sunday","13h-14h"
"Skidding or self-accident","Property damage",FALSE,FALSE,TRUE,"Principal road",2683599,1251522,2021,4,"April",7,"Sunday","14h-15h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2683518,1249893,2021,4,"April",7,"Sunday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Principal road",2682777,1245949,2021,4,"April",7,"Sunday","16h-17h"
"Accident involving pedestrian(s)","Light injuries",TRUE,TRUE,FALSE,"Minor road",2684871,1251881,2021,4,"April",7,"Sunday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682926,1253281,2021,4,"April",7,"Sunday","21h-22h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2683281,1250308,2021,4,"April",7,"Sunday","21h-22h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682711,1251119,2021,4,"April",7,"Sunday","22h-23h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Motorway",2680267,1253519,2021,4,"April",1,"Monday","06h-07h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683541,1250026,2021,4,"April",1,"Monday","07h-08h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2680349,1252708,2021,4,"April",1,"Monday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679868,1248942,2021,4,"April",1,"Monday","08h-09h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683328,1248110,2021,4,"April",1,"Monday","09h-10h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684653,1248175,2021,4,"April",1,"Monday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683321,1248687,2021,4,"April",1,"Monday","11h-12h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2681947,1249646,2021,4,"April",1,"Monday","13h-14h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681616,1248078,2021,4,"April",1,"Monday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2684727,1247430,2021,4,"April",1,"Monday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681776,1246959,2021,4,"April",1,"Monday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2678881,1251130,2021,4,"April",1,"Monday","16h-17h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2684371,1250939,2021,4,"April",1,"Monday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681549,1248152,2021,4,"April",1,"Monday","21h-22h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683635,1246923,2021,4,"April",2,"Tuesday","07h-08h"
"Turning-into main road","Light injuries",FALSE,TRUE,FALSE,"Minor road",2681180,1249695,2021,4,"April",2,"Tuesday","08h-09h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2678730,1249976,2021,4,"April",2,"Tuesday","10h-11h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2684727,1250983,2021,4,"April",2,"Tuesday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683115,1250437,2021,4,"April",2,"Tuesday","14h-15h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683522,1247630,2021,4,"April",2,"Tuesday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2687572,1246049,2021,4,"April",2,"Tuesday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682084,1247595,2021,4,"April",2,"Tuesday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684496,1247948,2021,4,"April",2,"Tuesday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679924,1248309,2021,4,"April",2,"Tuesday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683616,1247684,2021,4,"April",2,"Tuesday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2679227,1250154,2021,4,"April",2,"Tuesday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683101,1247905,2021,4,"April",2,"Tuesday","23h-00h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682216,1247994,2021,4,"April",3,"Wednesday","00h-01h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684938,1247794,2021,4,"April",3,"Wednesday","00h-01h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2686501,1251292,2021,4,"April",3,"Wednesday","07h-08h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Motorway",2679163,1249839,2021,4,"April",3,"Wednesday","09h-10h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2680864,1248766,2021,4,"April",3,"Wednesday","09h-10h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681683,1246763,2021,4,"April",3,"Wednesday","10h-11h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683872,1246056,2021,4,"April",3,"Wednesday","11h-12h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683535,1249029,2021,4,"April",3,"Wednesday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683529,1249035,2021,4,"April",3,"Wednesday","12h-13h"
"Rear-end collision","Property damage",FALSE,TRUE,FALSE,"Minor road",2682676,1247838,2021,4,"April",3,"Wednesday","13h-14h"
"Turning left or right","Light injuries",FALSE,FALSE,FALSE,"Minor road",2679614,1250714,2021,4,"April",3,"Wednesday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679353,1249635,2021,4,"April",3,"Wednesday","14h-15h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683508,1247937,2021,4,"April",3,"Wednesday","15h-16h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681309,1247705,2021,4,"April",3,"Wednesday","15h-16h"
"Turning-into main road","Light injuries",FALSE,FALSE,TRUE,"Minor road",2684262,1247185,2021,4,"April",3,"Wednesday","15h-16h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684631,1245221,2021,4,"April",3,"Wednesday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684286,1247440,2021,4,"April",3,"Wednesday","16h-17h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2681433,1248427,2021,4,"April",3,"Wednesday","21h-22h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2684449,1251020,2021,4,"April",4,"Thursday","08h-09h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683931,1246414,2021,4,"April",4,"Thursday","09h-10h"
"Turning left or right","Light injuries",FALSE,FALSE,FALSE,"Minor road",2685031,1246925,2021,4,"April",4,"Thursday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683148,1247099,2021,4,"April",4,"Thursday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2685908,1245160,2021,4,"April",4,"Thursday","12h-13h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2678444,1250354,2021,4,"April",4,"Thursday","13h-14h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Motorway",2685177,1251430,2021,4,"April",4,"Thursday","13h-14h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2683172,1246832,2021,4,"April",4,"Thursday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684324,1247286,2021,4,"April",4,"Thursday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2682841,1247390,2021,4,"April",4,"Thursday","17h-18h"
"Turning left or right","Light injuries",FALSE,FALSE,TRUE,"Minor road",2683150,1248955,2021,4,"April",4,"Thursday","17h-18h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2684742,1246935,2021,4,"April",4,"Thursday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683201,1248098,2021,4,"April",4,"Thursday","19h-20h"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Minor road",2682166,1246226,2021,4,"April",4,"Thursday","20h-21h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680297,1252426,2021,4,"April",5,"Friday","06h-07h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,TRUE,"Minor road",2683311,1247675,2021,4,"April",5,"Friday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680555,1252533,2021,4,"April",5,"Friday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Principal road",2682122,1245126,2021,4,"April",5,"Friday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2687179,1251194,2021,4,"April",5,"Friday","10h-11h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683103,1247663,2021,4,"April",5,"Friday","10h-11h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2678335,1250134,2021,4,"April",5,"Friday","11h-12h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679692,1253402,2021,4,"April",5,"Friday","12h-13h"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Minor road",2681537,1252096,2021,4,"April",5,"Friday","13h-14h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2680066,1250713,2021,4,"April",5,"Friday","13h-14h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2683552,1249982,2021,4,"April",5,"Friday","13h-14h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2680993,1248364,2021,4,"April",5,"Friday","14h-15h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Other",2686474,1251326,2021,4,"April",5,"Friday","15h-16h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2678335,1250131,2021,4,"April",5,"Friday","16h-17h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2680825,1253728,2021,4,"April",5,"Friday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682764,1251546,2021,4,"April",5,"Friday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679498,1253354,2021,4,"April",5,"Friday","18h-19h"
"Overtaking or changing lanes","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682423,1252151,2021,4,"April",5,"Friday","19h-20h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681007,1249318,2021,4,"April",5,"Friday","21h-22h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Minor road",2680471,1247476,2021,4,"April",6,"Saturday","04h-05h"
"Turning-into main road","Light injuries",FALSE,FALSE,FALSE,"Minor road",2682963,1246541,2021,4,"April",6,"Saturday","09h-10h"
"Head-on collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682027,1247745,2021,4,"April",6,"Saturday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682093,1248967,2021,4,"April",6,"Saturday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2686733,1251224,2021,4,"April",6,"Saturday","15h-16h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2686450,1251387,2021,4,"April",6,"Saturday","17h-18h"
"Rear-end collision","Light injuries",FALSE,FALSE,TRUE,"Minor road",2682987,1246558,2021,4,"April",6,"Saturday","17h-18h"
"Parking","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682307,1248001,2021,4,"April",6,"Saturday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2681936,1245808,2021,4,"April",6,"Saturday","19h-20h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680715,1252909,2021,4,"April",6,"Saturday","22h-23h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2678092,1250234,2021,4,"April",6,"Saturday","22h-23h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2682779,1244696,2021,4,"April",7,"Sunday","00h-01h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2683956,1253855,2021,4,"April",7,"Sunday","07h-08h"
