"","type","severity","pedestrian","bicycle","motorcycle","roadtype","coord_e","coord_n","weekday","hour","date","accidents"
"43148","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682139,1248129,"Saturday","14h-15h",2020-02-01,1
"43149","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683392,1250478,"Saturday","14h-15h",2020-02-01,1
"43150","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683596,1246873,"Saturday","14h-15h",2020-02-01,1
"43151","Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2683218,1251601,"Saturday","15h-16h",2020-02-01,1
"43152","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2685591,1251070,"Saturday","19h-20h",2020-02-01,1
"43153","Skidding or self-accident","Severe injuries",FALSE,FALSE,FALSE,"Minor road",2683817,1246745,"Saturday","20h-21h",2020-02-01,1
"43154","Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Principal road",2683552,1249998,"Saturday","21h-22h",2020-02-01,1
"43155","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2681397,1244276,"Sunday","01h-02h",2020-02-01,1
"43156","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682465,1247649,"Sunday","01h-02h",2020-02-01,1
"43157","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684052,1249296,"Sunday","07h-08h",2020-02-01,1
"43158","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682464,1250689,"Sunday","09h-10h",2020-02-01,1
"43159","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683315,1247073,"Sunday","13h-14h",2020-02-01,1
"43160","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2681268,1253968,"Sunday","14h-15h",2020-02-01,1
"43161","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684889,1244963,"Sunday","16h-17h",2020-02-01,1
"43162","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682354,1247675,"Sunday","16h-17h",2020-02-01,1
"43163",NA,"Light injuries",FALSE,FALSE,FALSE,"Minor road",2680710,1252629,"Sunday","16h-17h",2020-02-01,1
"43164",NA,"Property damage",FALSE,FALSE,FALSE,"Minor road",2682753,1247441,"Sunday","17h-18h",2020-02-01,1
"43165","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683050,1248182,"Sunday","18h-19h",2020-02-01,1
"43166","Accident involving pedestrian(s)","Severe injuries",TRUE,FALSE,FALSE,"Minor road",2682262,1248255,"Sunday","22h-23h",2020-02-01,1
"43167",NA,"Property damage",FALSE,FALSE,FALSE,"Minor road",2682896,1249147,"Monday","07h-08h",2020-02-01,1
"43168",NA,"Light injuries",FALSE,TRUE,FALSE,"Principal road",2681894,1246153,"Monday","07h-08h",2020-02-01,1
"43169","Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2681529,1252040,"Monday","07h-08h",2020-02-01,1
"43170","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682445,1249726,"Monday","08h-09h",2020-02-01,1
"43171",NA,"Property damage",FALSE,FALSE,FALSE,"Principal road",2682029,1246990,"Monday","08h-09h",2020-02-01,1
"43172","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2685750,1248665,"Monday","10h-11h",2020-02-01,1
"43173","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682598,1245387,"Monday","11h-12h",2020-02-01,1
"43174","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683141,1252578,"Monday","11h-12h",2020-02-01,1
"43175","Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Principal road",2681506,1248933,"Monday","14h-15h",2020-02-01,1
"43176","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2678771,1249995,"Monday","15h-16h",2020-02-01,1
"43177","Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2681107,1249739,"Monday","15h-16h",2020-02-01,1
"43178","Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683438,1253814,"Monday","17h-18h",2020-02-01,1
"43179","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682370,1247344,"Monday","18h-19h",2020-02-01,1
"43180","Accident involving animal(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2679769,1250434,"Monday","22h-23h",2020-02-01,1
"43181","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681483,1248939,"Tuesday","00h-01h",2020-02-01,1
"43182","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2679773,1253180,"Tuesday","05h-06h",2020-02-01,1
"43183","Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2682784,1246901,"Tuesday","05h-06h",2020-02-01,1
"43184","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Expressway",2683101,1249026,"Tuesday","06h-07h",2020-02-01,1
"43185","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682347,1249749,"Tuesday","07h-08h",2020-02-01,1
"43186",NA,"Property damage",FALSE,FALSE,FALSE,"Principal road",2683864,1251538,"Tuesday","08h-09h",2020-02-01,1
"43187",NA,"Property damage",FALSE,FALSE,FALSE,"Motorway",2681991,1245880,"Tuesday","08h-09h",2020-02-01,1
"43188","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683069,1252080,"Tuesday","08h-09h",2020-02-01,1
"43189","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682456,1244314,"Tuesday","09h-10h",2020-02-01,1
"43190","Turning-into main road","Property damage",FALSE,TRUE,FALSE,"Minor road",2682960,1247547,"Tuesday","09h-10h",2020-02-01,1
"43191","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684459,1245585,"Tuesday","10h-11h",2020-02-01,1
"43192","Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683643,1248005,"Tuesday","10h-11h",2020-02-01,1
"43193","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684156,1250222,"Tuesday","13h-14h",2020-02-01,1
"43194",NA,"Property damage",FALSE,TRUE,FALSE,"Principal road",2681898,1249463,"Tuesday","16h-17h",2020-02-01,1
"43195","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2684296,1245353,"Tuesday","16h-17h",2020-02-01,1
"43196","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682199,1252256,"Tuesday","16h-17h",2020-02-01,1
"43197","Turning left or right","Property damage",FALSE,TRUE,FALSE,"Principal road",2681622,1248094,"Tuesday","17h-18h",2020-02-01,1
"43198","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685068,1247258,"Tuesday","18h-19h",2020-02-01,1
"43199","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681949,1248079,"Tuesday","18h-19h",2020-02-01,1
"43200","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680994,1248619,"Tuesday","18h-19h",2020-02-01,1
"43201","Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2684666,1246060,"Tuesday","18h-19h",2020-02-01,1
"43202","Skidding or self-accident","Light injuries",FALSE,FALSE,TRUE,"Minor road",2680608,1248588,"Wednesday","05h-06h",2020-02-01,1
"43203","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682753,1248322,"Wednesday","07h-08h",2020-02-01,1
"43204",NA,"Light injuries",FALSE,TRUE,FALSE,"Minor road",2683228,1247946,"Wednesday","07h-08h",2020-02-01,1
"43205",NA,"Property damage",FALSE,FALSE,FALSE,"Motorway",2681895,1244754,"Wednesday","08h-09h",2020-02-01,1
"43206","Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2681756,1247154,"Wednesday","08h-09h",2020-02-01,1
"43207","Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682788,1247866,"Wednesday","13h-14h",2020-02-01,1
"43208",NA,"Property damage",FALSE,FALSE,FALSE,"Principal road",2683738,1251239,"Wednesday","14h-15h",2020-02-01,1
"43209","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683212,1248574,"Wednesday","14h-15h",2020-02-01,1
"43210","Skidding or self-accident","Severe injuries",FALSE,TRUE,FALSE,"Minor road",2682551,1246590,"Wednesday","14h-15h",2020-02-01,1
"43211","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679217,1250021,"Wednesday","15h-16h",2020-02-01,1
"43212","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683828,1246574,"Wednesday","17h-18h",2020-02-01,1
"43213","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682611,1247419,"Wednesday","18h-19h",2020-02-01,1
"43214","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683424,1251499,"Wednesday","18h-19h",2020-02-01,1
"43215","Turning-into main road","Light injuries",FALSE,TRUE,FALSE,"Minor road",2684354,1246908,"Wednesday","22h-23h",2020-02-01,1
"43216","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679173,1251207,"Wednesday","23h-00h",2020-02-01,1
"43217","Crossing the lane(s)","Light injuries",FALSE,TRUE,FALSE,"Principal road",2681574,1247699,"Wednesday","23h-00h",2020-02-01,1
"43218","Skidding or self-accident","Light injuries",FALSE,FALSE,TRUE,"Minor road",2683738,1247500,"Thursday","02h-03h",2020-02-01,1
"43219","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2681666,1246600,"Thursday","08h-09h",2020-02-01,1
"43220","Crossing the lane(s)","Property damage",FALSE,TRUE,FALSE,"Minor road",2682941,1247766,"Thursday","08h-09h",2020-02-01,1
"43221","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2684511,1245273,"Thursday","08h-09h",2020-02-01,1
"43222",NA,"Property damage",FALSE,FALSE,FALSE,"Principal road",2681533,1252075,"Thursday","09h-10h",2020-02-01,1
"43223","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683785,1246471,"Thursday","11h-12h",2020-02-01,1
"43224","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683836,1248802,"Thursday","11h-12h",2020-02-01,1
"43225",NA,"Property damage",FALSE,FALSE,FALSE,"Principal road",2683852,1247188,"Thursday","13h-14h",2020-02-01,1
"43226","Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2683428,1247916,"Thursday","15h-16h",2020-02-01,1
"43227","Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2684198,1246624,"Thursday","22h-23h",2020-02-01,1
"43228","Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Minor road",2681741,1247284,"Friday","00h-01h",2020-02-01,1
"43229","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683630,1247589,"Friday","02h-03h",2020-02-01,1
"43230","Parking","Property damage",FALSE,FALSE,FALSE,"Other",2682874,1245622,"Friday","06h-07h",2020-02-01,1
"43231","Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2682183,1250185,"Friday","07h-08h",2020-02-01,1
"43232","Turning left or right","Property damage",FALSE,FALSE,TRUE,"Principal road",2683735,1251655,"Friday","08h-09h",2020-02-01,1
"43233","Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2681276,1252136,"Friday","08h-09h",2020-02-01,1
"43234","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681525,1247659,"Friday","08h-09h",2020-02-01,1
"43235","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679596,1248872,"Friday","08h-09h",2020-02-01,1
"43236","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682495,1247044,"Friday","08h-09h",2020-02-01,1
"43237","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679571,1248326,"Friday","10h-11h",2020-02-01,1
"43238","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2683559,1247555,"Friday","10h-11h",2020-02-01,1
"43239",NA,"Property damage",FALSE,FALSE,FALSE,"Minor road",2679254,1249014,"Friday","12h-13h",2020-02-01,1
"43240","Turning left or right","Light injuries",FALSE,FALSE,TRUE,"Minor road",2683210,1248688,"Friday","15h-16h",2020-02-01,1
"43241","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2685661,1245821,"Friday","15h-16h",2020-02-01,1
"43242",NA,"Property damage",FALSE,FALSE,FALSE,"Principal road",2683850,1247186,"Friday","15h-16h",2020-02-01,1
"43243","Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Principal road",2682722,1244365,"Friday","15h-16h",2020-02-01,1
"43244","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682049,1248124,"Friday","16h-17h",2020-02-01,1
"43245","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2682720,1248979,"Friday","17h-18h",2020-02-01,1
"43246",NA,"Property damage",FALSE,FALSE,FALSE,"Principal road",2682946,1250307,"Friday","18h-19h",2020-02-01,1
"43247","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2681002,1253834,"Friday","18h-19h",2020-02-01,1
"43248","Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2683765,1251040,"Friday","18h-19h",2020-02-01,1
"43249","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682497,1248469,"Friday","22h-23h",2020-02-01,1
"43250",NA,"Property damage",FALSE,FALSE,FALSE,"Minor road",2681729,1249475,"Friday","22h-23h",2020-02-01,1
"43251","Skidding or self-accident","Severe injuries",FALSE,TRUE,FALSE,"Minor road",2682037,1248762,"Saturday","00h-01h",2020-02-01,1
"43252","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684054,1246290,"Saturday","10h-11h",2020-02-01,1
"43253","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683645,1251341,"Saturday","11h-12h",2020-02-01,1
"43254","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679876,1253426,"Saturday","12h-13h",2020-02-01,1
"43255","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679899,1253428,"Saturday","12h-13h",2020-02-01,1
"43256","Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Motorway",2680581,1253628,"Saturday","12h-13h",2020-02-01,1
"43257","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683534,1247592,"Saturday","13h-14h",2020-02-01,1
"43258","Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2678915,1249159,"Saturday","15h-16h",2020-02-01,1
"43259","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2686782,1250282,"Saturday","16h-17h",2020-02-01,1
"43260","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684992,1244803,"Saturday","18h-19h",2020-02-01,1
"43261","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682329,1248068,"Saturday","19h-20h",2020-02-01,1
"43262","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683022,1250248,"Saturday","20h-21h",2020-02-01,1
"43263","Skidding or self-accident","Light injuries",FALSE,FALSE,TRUE,"Minor road",2679432,1248988,"Saturday","21h-22h",2020-02-01,1
"43264","Parking","Property damage",FALSE,FALSE,FALSE,"Principal road",2683863,1252880,"Saturday","22h-23h",2020-02-01,1
"43265",NA,"Property damage",FALSE,FALSE,FALSE,"Minor road",2682283,1247056,"Saturday","23h-00h",2020-02-01,1
"43266","Parking","Property damage",FALSE,FALSE,FALSE,"Other",2681977,1245649,"Sunday","13h-14h",2020-02-01,1
"43267",NA,"Property damage",FALSE,FALSE,FALSE,"Minor road",2683026,1248342,"Sunday","16h-17h",2020-02-01,1
"43268","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683993,1245956,"Sunday","18h-19h",2020-02-01,1
"43269","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684632,1252133,"Sunday","20h-21h",2020-02-01,1
"43270","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2685201,1246104,"Sunday","20h-21h",2020-02-01,1
"43271","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685583,1251019,"Monday","09h-10h",2020-02-01,1
"43272","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682443,1243887,"Monday","11h-12h",2020-02-01,1
"43273","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2681956,1249936,"Monday","13h-14h",2020-02-01,1
"43274","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681411,1248427,"Monday","13h-14h",2020-02-01,1
"43275",NA,"Property damage",FALSE,FALSE,FALSE,"Minor road",2683994,1245761,"Monday","15h-16h",2020-02-01,1
"43276","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684087,1252542,"Monday","16h-17h",2020-02-01,1
"43277","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682760,1244921,"Monday","16h-17h",2020-02-01,1
"43278","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2683513,1251698,"Monday","16h-17h",2020-02-01,1
"43279","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679395,1247822,"Monday","16h-17h",2020-02-01,1
"43280","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683677,1252977,"Monday","19h-20h",2020-02-01,1
"43281","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2687771,1245592,"Tuesday","06h-07h",2020-02-01,1
"43282",NA,"Property damage",FALSE,FALSE,FALSE,"Principal road",2681865,1245939,"Tuesday","06h-07h",2020-02-01,1
"43283","Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2680065,1250710,"Tuesday","07h-08h",2020-02-01,1
"43284","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683618,1246650,"Tuesday","07h-08h",2020-02-01,1
"43285","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681255,1246198,"Tuesday","09h-10h",2020-02-01,1
"43286","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2680916,1253777,"Tuesday","12h-13h",2020-02-01,1
"43287","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2680155,1249715,"Tuesday","13h-14h",2020-02-01,1
"43288","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2686882,1245807,"Tuesday","18h-19h",2020-02-01,1
"43289","Turning-into main road","Light injuries",FALSE,FALSE,TRUE,"Minor road",2679564,1248323,"Tuesday","19h-20h",2020-02-01,1
"43290","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2683593,1254005,"Tuesday","20h-21h",2020-02-01,1
"43291","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679380,1248416,"Tuesday","23h-00h",2020-02-01,1
"43292",NA,"Property damage",FALSE,FALSE,FALSE,"Principal road",2685677,1250996,"Wednesday","07h-08h",2020-02-01,1
"43293",NA,"Property damage",FALSE,FALSE,FALSE,"Principal road",2684744,1246935,"Wednesday","08h-09h",2020-02-01,1
"43294","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683635,1247594,"Wednesday","08h-09h",2020-02-01,1
"43295","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2684033,1251614,"Wednesday","08h-09h",2020-02-01,1
"43296","Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Minor road",2680485,1250421,"Wednesday","08h-09h",2020-02-01,1
"43297",NA,"Light injuries",FALSE,TRUE,FALSE,"Principal road",2682003,1249789,"Wednesday","08h-09h",2020-02-01,1
"43298","Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2680511,1250415,"Wednesday","10h-11h",2020-02-01,1
"43299","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682939,1246967,"Wednesday","10h-11h",2020-02-01,1
"43300","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2682470,1242549,"Wednesday","11h-12h",2020-02-01,1
"43301","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683223,1247130,"Wednesday","11h-12h",2020-02-01,1
"43302",NA,"Property damage",FALSE,FALSE,FALSE,"Minor road",2683329,1248111,"Wednesday","13h-14h",2020-02-01,1
"43303","Turning-into main road","Light injuries",FALSE,TRUE,FALSE,"Principal road",2682651,1250969,"Wednesday","13h-14h",2020-02-01,1
"43304","Turning left or right","Property damage",FALSE,TRUE,FALSE,"Minor road",2685119,1246234,"Wednesday","14h-15h",2020-02-01,1
"43305",NA,"Property damage",FALSE,FALSE,FALSE,"Principal road",2684197,1246628,"Wednesday","15h-16h",2020-02-01,1
"43306","Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2685048,1247819,"Wednesday","16h-17h",2020-02-01,1
"43307","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679877,1253416,"Wednesday","16h-17h",2020-02-01,1
"43308","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2677834,1249431,"Wednesday","17h-18h",2020-02-01,1
"43309","Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Minor road",2682978,1251932,"Wednesday","17h-18h",2020-02-01,1
"43310","Crossing the lane(s)","Light injuries",FALSE,FALSE,FALSE,"Minor road",2683501,1252309,"Wednesday","17h-18h",2020-02-01,1
"43311",NA,"Property damage",FALSE,FALSE,FALSE,"Minor road",2686737,1245906,"Wednesday","19h-20h",2020-02-01,1
"43312","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683754,1246791,"Wednesday","22h-23h",2020-02-01,1
"43313","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682810,1250788,"Thursday","07h-08h",2020-02-01,1
"43314","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679737,1246591,"Thursday","07h-08h",2020-02-01,1
"43315","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684564,1248311,"Thursday","09h-10h",2020-02-01,1
"43316","Head-on collision","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682316,1247037,"Thursday","09h-10h",2020-02-01,1
"43317","Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2679569,1247952,"Thursday","11h-12h",2020-02-01,1
"43318","Accident involving pedestrian(s)","Light injuries",TRUE,TRUE,FALSE,"Minor road",2682951,1248031,"Thursday","12h-13h",2020-02-01,1
"43319","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681714,1247233,"Thursday","14h-15h",2020-02-01,1
"43320","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679966,1246291,"Thursday","15h-16h",2020-02-01,1
"43321","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2682116,1247066,"Thursday","15h-16h",2020-02-01,1
"43322","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683618,1249983,"Thursday","15h-16h",2020-02-01,1
"43323","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2684210,1253429,"Thursday","16h-17h",2020-02-01,1
"43324","Crossing the lane(s)","Property damage",FALSE,TRUE,FALSE,"Minor road",2681104,1247775,"Thursday","16h-17h",2020-02-01,1
"43325","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680861,1252140,"Thursday","17h-18h",2020-02-01,1
"43326",NA,"Property damage",FALSE,FALSE,FALSE,"Minor road",2683299,1247656,"Thursday","18h-19h",2020-02-01,1
"43327","Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2678201,1250201,"Thursday","18h-19h",2020-02-01,1
"43328","Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Principal road",2678676,1251088,"Thursday","18h-19h",2020-02-01,1
"43329","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682212,1247931,"Thursday","18h-19h",2020-02-01,1
"43330","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2683867,1251561,"Thursday","18h-19h",2020-02-01,1
"43331","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682542,1247584,"Thursday","19h-20h",2020-02-01,1
"43332","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2686397,1251421,"Thursday","20h-21h",2020-02-01,1
"43333","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679730,1249772,"Thursday","21h-22h",2020-02-01,1
"43334","Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2682256,1248242,"Friday","00h-01h",2020-02-01,1
"43335","Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2680050,1247950,"Friday","05h-06h",2020-02-01,1
"43336","Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Other",2682886,1245717,"Friday","05h-06h",2020-02-01,1
"43337","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679874,1253428,"Friday","07h-08h",2020-02-01,1
"43338",NA,"Property damage",FALSE,FALSE,FALSE,"Minor road",2684192,1246628,"Friday","10h-11h",2020-02-01,1
"43339","Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2686227,1250857,"Friday","12h-13h",2020-02-01,1
"43340","Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Principal road",2686986,1251196,"Friday","12h-13h",2020-02-01,1
"43341","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681447,1247573,"Friday","14h-15h",2020-02-01,1
"43342","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2680362,1253550,"Friday","14h-15h",2020-02-01,1
"43343","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2681234,1253949,"Friday","15h-16h",2020-02-01,1
"43344","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683493,1248035,"Friday","15h-16h",2020-02-01,1
"43345","Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2681444,1248403,"Friday","17h-18h",2020-02-01,1
"43346","Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2684114,1252114,"Friday","17h-18h",2020-02-01,1
"43347","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682596,1243148,"Friday","19h-20h",2020-02-01,1
"43348","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2683440,1251646,"Saturday","06h-07h",2020-02-01,1
"43349",NA,"Property damage",FALSE,FALSE,FALSE,"Minor road",2680954,1248020,"Saturday","09h-10h",2020-02-01,1
"43350","Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2683928,1251851,"Saturday","10h-11h",2020-02-01,1
"43351","Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2681392,1247332,"Saturday","10h-11h",2020-02-01,1
"43352",NA,"Property damage",FALSE,FALSE,FALSE,"Motorway",2679879,1253426,"Saturday","10h-11h",2020-02-01,1
"43353","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679230,1247616,"Saturday","10h-11h",2020-02-01,1
"43354","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683885,1251223,"Saturday","12h-13h",2020-02-01,1
"43355","Skidding or self-accident","Severe injuries",FALSE,FALSE,TRUE,"Minor road",2679887,1250395,"Saturday","12h-13h",2020-02-01,1
"43356","Other","Light injuries",FALSE,FALSE,FALSE,"Minor road",2679492,1251099,"Saturday","16h-17h",2020-02-01,1
"43357",NA,"Light injuries",FALSE,TRUE,FALSE,"Minor road",2685473,1251083,"Saturday","16h-17h",2020-02-01,1
